codigo_produto,categoria,custo_unitario,preco_venda,unidades_vendidas_90d,estoque_atual
PROD-199092,Vestuário,280.02,435.97,241,49.0
PROD-199093,Vestuário,115.74,173.42,345,82.0
PROD-199094,Utilidades Domésticas,140.99,291.45,24,276.0
PROD-199095,Alimentos e Bebidas,274.23,596.98,78,269.0
PROD-199096,Utilidades Domésticas,176.76,292.89,110,92.0
PROD-199097,Vestuário,127.97,253.93,53,51.0
PROD-199098,Alimentos e Bebidas,29.12,55.27,37,35.0
PROD-199099,Beleza e Perfumaria,116.88,243.85,23,260.0
PROD-199100,Eletrônicos,32.73,42.77,18,290.0
PROD-199101,Beleza e Perfumaria,22.61,29.47,12,103.0
PROD-199102,Eletrônicos,118.37,239.12,74,202.0
PROD-199103,Vestuário,44.66,81.81,35,241.0
PROD-199104,Eletrônicos,83.11,139.91,73,81.0
PROD-199105,Alimentos e Bebidas,74.72,136.16,92,31.0
PROD-199106,Utilidades Domésticas,126.72,203.32,52,283.0
PROD-199107,Eletrônicos,229.93,462.69,65,26.0
PROD-199108,Alimentos e Bebidas,56.1,106.66,244,99.0
PROD-199109,Utilidades Domésticas,110.26,160.93,44,91.0
PROD-199110,Alimentos e Bebidas,240.19,383.59,155,287.0
PROD-199111,Alimentos e Bebidas,275.21,434.42,137,80.0
PROD-199112,Beleza e Perfumaria,37.6,78.26,84,230.0
PROD-199113,Utilidades Domésticas,98.6,149.23,559,138.0
PROD-199114,Vestuário,274.13,367.75,84,141.0
PROD-199115,Beleza e Perfumaria,182.39,314.28,280,260.0
PROD-199116,Alimentos e Bebidas,208.54,402.97,200,237.0
PROD-199117,Utilidades Domésticas,167.42,223.31,114,67.0
PROD-199118,Alimentos e Bebidas,139.71,273.19,31,144.0
PROD-199119,Alimentos e Bebidas,119.55,171.79,100,241.0
PROD-199120,Vestuário,145.18,189.37,130,154.0
PROD-199121,Vestuário,168.97,336.51,979,25.0
PROD-199122,Vestuário,111.8,156.64,73,218.0
PROD-199123,Alimentos e Bebidas,291.34,432.09,12,43.0
PROD-199124,Eletrônicos,121.96,181.22,540,91.0
PROD-199125,Utilidades Domésticas,112.65,247.57,51,219.0
PROD-199126,Utilidades Domésticas,117.76,188.23,308,94.0
PROD-199127,Eletrônicos,198.81,289.41,274,285.0
PROD-199128,Alimentos e Bebidas,88.55,172.97,194,295.0
PROD-199129,Alimentos e Bebidas,280.41,525.16,103,7.0
PROD-199130,Alimentos e Bebidas,31.16,44.69,316,191.0
PROD-199131,Utilidades Domésticas,217.85,296.52,135,18.0
PROD-199132,Alimentos e Bebidas,191.99,332.46,390,76.0
PROD-199133,Eletrônicos,134.83,208.29,92,242.0
PROD-199134,Utilidades Domésticas,74.73,119.84,9,146.0
PROD-199135,Eletrônicos,146.3,214.16,8,288.0
PROD-199136,Alimentos e Bebidas,129.74,220.89,108,71.0
PROD-199137,Beleza e Perfumaria,30.34,51.96,13,96.0
PROD-199138,Eletrônicos,148.2,244.99,44,12.0
PROD-199139,Utilidades Domésticas,152.15,324.19,38,265.0
PROD-199140,Beleza e Perfumaria,83.38,181.81,118,266.0
PROD-199141,Beleza e Perfumaria,209.51,384.14,62,203.0
PROD-199142,Vestuário,61.82,115.88,10,276.0
PROD-199143,Alimentos e Bebidas,122.1,177.48,67,18.0
PROD-199144,Alimentos e Bebidas,124.33,238.89,469,279.0
PROD-199145,Vestuário,75.97,119.16,326,218.0
PROD-199146,Vestuário,154.21,281.77,27,117.0
PROD-199147,Utilidades Domésticas,166.19,242.06,131,252.0
PROD-199148,Vestuário,136.21,194.79,199,251.0
PROD-199149,Beleza e Perfumaria,185.0,321.9,326,226.0
PROD-199150,Eletrônicos,141.68,256.85,200,238.0
PROD-199151,Vestuário,147.64,204.83,140,265.0
PROD-199152,Vestuário,199.48,276.4,160,288.0
PROD-199153,Vestuário,101.64,169.0,76,118.0
PROD-199154,Eletrônicos,236.85,397.24,70,13.0
PROD-199155,Beleza e Perfumaria,176.92,389.12,7,136.0
PROD-199156,Eletrônicos,278.18,567.31,397,192.0
PROD-199157,Vestuário,47.94,88.37,247,157.0
PROD-199158,Alimentos e Bebidas,67.42,129.82,463,160.0
PROD-199159,Eletrônicos,135.09,281.83,124,179.0
PROD-199160,Vestuário,209.55,359.39,135,66.0
PROD-199161,Utilidades Domésticas,169.05,347.98,137,15.0
PROD-199162,Utilidades Domésticas,117.78,213.03,81,82.0
PROD-199163,Alimentos e Bebidas,203.85,273.39,40,202.0
PROD-199164,Vestuário,119.55,191.48,405,7.0
PROD-199165,Eletrônicos,206.64,424.43,42,83.0
PROD-199166,Alimentos e Bebidas,164.58,229.96,102,117.0
PROD-199167,Vestuário,5.35,9.09,9,247.0
PROD-199168,Vestuário,71.98,133.62,93,42.0
PROD-199169,Vestuário,152.11,284.75,69,55.0
PROD-199170,Vestuário,215.95,322.5,37,100.0
PROD-199171,Vestuário,120.59,205.1,320,87.0
PROD-199172,Utilidades Domésticas,126.36,271.76,74,171.0
PROD-199173,Beleza e Perfumaria,9.06,19.38,100,21.0
PROD-199174,Alimentos e Bebidas,188.01,336.73,52,51.0
PROD-199175,Utilidades Domésticas,246.76,533.13,46,233.0
PROD-199176,Vestuário,146.74,252.42,80,53.0
PROD-199177,Vestuário,90.94,152.09,119,43.0
PROD-199178,Vestuário,245.51,478.4,108,211.0
PROD-199179,Alimentos e Bebidas,243.28,507.29,223,221.0
PROD-199180,Alimentos e Bebidas,293.22,522.12,121,82.0
PROD-199181,Alimentos e Bebidas,6.87,9.64,79,200.0
PROD-199182,Beleza e Perfumaria,233.81,479.44,405,85.0
PROD-199183,Utilidades Domésticas,142.76,200.48,40,282.0
PROD-199184,Vestuário,88.02,120.42,27,7.0
PROD-199185,Alimentos e Bebidas,177.27,243.13,101,206.0
PROD-199186,Utilidades Domésticas,16.05,25.19,39,126.0
PROD-199187,Utilidades Domésticas,191.34,311.46,29,233.0
PROD-199188,Alimentos e Bebidas,9.91,19.99,162,58.0
PROD-199189,Eletrônicos,168.96,248.1,129,192.0
PROD-199190,Beleza e Perfumaria,17.34,37.84,105,156.0
PROD-199191,Vestuário,268.05,397.23,41,69.0
PROD-199192,Utilidades Domésticas,88.42,189.85,41,84.0
PROD-199193,Vestuário,228.95,324.13,219,201.0
PROD-199194,Utilidades Domésticas,175.33,362.96,177,215.0
PROD-199195,Eletrônicos,292.47,626.49,201,170.0
PROD-199196,Utilidades Domésticas,13.76,28.99,20,256.0
PROD-199197,Vestuário,33.64,56.62,188,0.0
PROD-199198,Alimentos e Bebidas,126.17,229.02,12,264.0
PROD-199199,Vestuário,77.06,167.96,68,177.0
PROD-199200,Utilidades Domésticas,94.98,184.48,88,85.0
PROD-199201,Vestuário,79.59,141.97,389,266.0
PROD-199202,Utilidades Domésticas,85.84,123.54,212,275.0
PROD-199203,Vestuário,252.77,346.91,218,277.0
PROD-199204,Beleza e Perfumaria,37.2,67.08,96,100.0
PROD-199205,Vestuário,57.06,74.35,414,182.0
PROD-199206,Vestuário,115.92,155.11,75,162.0
PROD-199207,Beleza e Perfumaria,226.98,395.24,115,100.0
PROD-199208,Alimentos e Bebidas,145.87,253.6,58,112.0
PROD-199209,Vestuário,229.51,504.34,153,103.0
PROD-199210,Vestuário,130.57,230.17,28,202.0
PROD-199211,Vestuário,234.4,500.36,72,120.0
PROD-199212,Beleza e Perfumaria,74.18,155.31,275,153.0
PROD-199213,Vestuário,279.19,513.94,67,240.0
PROD-199214,Utilidades Domésticas,137.27,210.33,89,36.0
PROD-199215,Vestuário,27.52,58.44,71,20.0
PROD-199216,Beleza e Perfumaria,263.3,538.24,124,101.0
PROD-199217,Alimentos e Bebidas,8.86,12.96,79,51.0
PROD-199218,Alimentos e Bebidas,227.81,349.17,80,98.0
PROD-199219,Utilidades Domésticas,293.54,621.07,464,79.0
PROD-199220,Alimentos e Bebidas,99.35,142.62,10,49.0
PROD-199221,Alimentos e Bebidas,11.96,25.34,96,152.0
PROD-199222,Vestuário,74.51,128.66,16,215.0
PROD-199223,Vestuário,258.49,389.37,10,66.0
PROD-199224,Utilidades Domésticas,161.97,249.45,93,122.0
PROD-199225,Vestuário,106.36,179.04,63,232.0
PROD-199226,Utilidades Domésticas,297.43,607.7,62,95.0
PROD-199227,Alimentos e Bebidas,38.67,78.26,69,179.0
PROD-199228,Vestuário,250.27,497.32,660,144.0
PROD-199229,Vestuário,42.55,61.49,65,17.0
PROD-199230,Utilidades Domésticas,144.23,223.82,29,188.0
PROD-199231,Beleza e Perfumaria,275.77,435.86,54,175.0
PROD-199232,Alimentos e Bebidas,135.17,246.38,153,45.0
PROD-199233,Vestuário,149.1,277.59,234,28.0
PROD-199234,Vestuário,122.55,166.21,13,32.0
PROD-199235,Beleza e Perfumaria,253.98,369.97,247,163.0
PROD-199236,Alimentos e Bebidas,125.55,196.91,224,198.0
PROD-199237,Utilidades Domésticas,113.6,210.52,7,86.0
PROD-199238,Utilidades Domésticas,245.12,367.86,183,211.0
PROD-199239,Vestuário,133.59,197.5,457,235.0
PROD-199240,Alimentos e Bebidas,77.9,148.51,17,3.0
PROD-199241,Utilidades Domésticas,228.56,473.91,92,152.0
PROD-199242,Utilidades Domésticas,131.03,207.86,347,196.0
PROD-199243,Beleza e Perfumaria,271.9,422.79,190,146.0
PROD-199244,Alimentos e Bebidas,96.05,127.24,47,138.0
PROD-199245,Vestuário,29.96,51.74,423,102.0
PROD-199246,Vestuário,265.17,546.78,187,252.0
PROD-199247,Alimentos e Bebidas,35.0,59.53,231,108.0
PROD-199248,Utilidades Domésticas,43.94,58.73,155,268.0
PROD-199249,Vestuário,49.42,90.77,36,283.0
PROD-199250,Utilidades Domésticas,88.88,170.61,46,111.0
PROD-199251,Beleza e Perfumaria,186.99,302.07,86,141.0
PROD-199252,Beleza e Perfumaria,205.29,274.23,69,140.0
PROD-199253,Utilidades Domésticas,259.82,488.63,154,159.0
PROD-199254,Eletrônicos,261.64,440.05,160,29.0
PROD-199255,Eletrônicos,173.67,320.53,83,125.0
PROD-199256,Beleza e Perfumaria,89.47,161.83,222,222.0
PROD-199257,Eletrônicos,290.35,577.07,160,119.0
PROD-199258,Vestuário,271.66,403.3,851,56.0
PROD-199259,Utilidades Domésticas,175.45,287.59,86,143.0
PROD-199260,Vestuário,269.66,542.72,144,212.0
PROD-199261,Vestuário,280.08,474.46,96,234.0
PROD-199262,Vestuário,21.76,32.52,15,56.0
PROD-199263,Utilidades Domésticas,237.69,393.6,316,151.0
PROD-199264,Alimentos e Bebidas,11.84,24.75,342,255.0
PROD-199265,Vestuário,160.39,231.86,232,297.0
PROD-199266,Alimentos e Bebidas,76.92,120.42,89,247.0
PROD-199267,Beleza e Perfumaria,258.05,413.0,41,97.0
PROD-199268,Eletrônicos,245.16,508.44,95,6.0
PROD-199269,Alimentos e Bebidas,186.89,383.29,8,235.0
PROD-199270,Alimentos e Bebidas,190.53,357.56,29,110.0
PROD-199271,Eletrônicos,60.27,124.11,30,141.0
PROD-199272,Alimentos e Bebidas,128.72,201.96,116,285.0
PROD-199273,Utilidades Domésticas,258.76,374.7,61,28.0
PROD-199274,Utilidades Domésticas,223.38,451.37,48,298.0
PROD-199275,Vestuário,253.83,420.11,875,255.0
PROD-199276,Alimentos e Bebidas,177.04,343.58,60,85.0
PROD-199277,Alimentos e Bebidas,209.16,321.13,45,167.0
PROD-199278,Vestuário,25.32,45.4,170,75.0
PROD-199279,Eletrônicos,160.08,267.36,130,20.0
PROD-199280,Beleza e Perfumaria,200.6,356.39,58,190.0
PROD-199281,Utilidades Domésticas,210.49,415.66,23,127.0
PROD-199282,Utilidades Domésticas,212.01,462.06,94,70.0
PROD-199283,Vestuário,282.4,428.31,221,211.0
PROD-199284,Alimentos e Bebidas,79.64,108.41,32,140.0
PROD-199285,Alimentos e Bebidas,251.51,483.7,53,281.0
PROD-199286,Eletrônicos,128.54,190.61,70,168.0
PROD-199287,Alimentos e Bebidas,243.61,515.33,244,18.0
PROD-199288,Vestuário,266.19,380.96,143,197.0
PROD-199289,Vestuário,98.67,136.3,83,258.0
PROD-199290,Alimentos e Bebidas,29.45,48.28,156,42.0
PROD-199291,Vestuário,30.56,64.62,67,88.0
PROD-199292,Vestuário,206.48,345.54,57,240.0
PROD-199293,Utilidades Domésticas,65.12,122.6,177,28.0
PROD-199294,Vestuário,78.15,103.34,122,83.0
PROD-199295,Vestuário,225.58,432.43,103,297.0
PROD-199296,Vestuário,230.8,371.29,82,222.0
PROD-199297,Alimentos e Bebidas,81.16,178.34,32,95.0
PROD-199298,Alimentos e Bebidas,165.21,268.65,29,98.0
PROD-199299,Alimentos e Bebidas,158.46,302.0,444,21.0
PROD-199300,Alimentos e Bebidas,91.75,128.95,133,250.0
PROD-199301,Eletrônicos,270.37,465.72,72,18.0
PROD-199302,Alimentos e Bebidas,82.33,127.65,100,79.0
PROD-199303,Alimentos e Bebidas,49.27,93.36,14,4.0
PROD-199304,Vestuário,207.3,308.35,41,79.0
PROD-199305,Vestuário,177.35,313.53,51,242.0
PROD-199306,Vestuário,282.1,531.16,77,100.0
PROD-199307,Utilidades Domésticas,276.33,504.99,14,202.0
PROD-199308,Eletrônicos,252.31,495.67,222,65.0
PROD-199309,Utilidades Domésticas,169.66,282.72,13,47.0
PROD-199310,Alimentos e Bebidas,189.57,266.09,37,283.0
PROD-199311,Vestuário,29.08,38.71,142,245.0
PROD-199312,Alimentos e Bebidas,299.66,415.17,10,270.0
PROD-199313,Utilidades Domésticas,299.44,637.61,281,31.0
PROD-199314,Vestuário,244.1,461.05,89,203.0
PROD-199315,Vestuário,138.42,263.91,96,253.0
PROD-199316,Beleza e Perfumaria,132.27,256.97,72,222.0
PROD-199317,Utilidades Domésticas,24.38,33.66,23,219.0
PROD-199318,Alimentos e Bebidas,72.92,139.75,241,95.0
PROD-199319,Eletrônicos,53.18,113.8,204,256.0
PROD-199320,Vestuário,72.71,110.42,68,14.0
PROD-199321,Alimentos e Bebidas,33.17,65.26,46,1.0
PROD-199322,Vestuário,74.95,127.44,22,243.0
PROD-199323,Alimentos e Bebidas,204.42,418.31,107,211.0
PROD-199324,Beleza e Perfumaria,284.84,425.93,290,52.0
PROD-199325,Alimentos e Bebidas,254.61,540.49,251,182.0
PROD-199326,Vestuário,292.2,568.64,25,278.0
PROD-199327,Vestuário,141.4,239.1,7,114.0
PROD-199328,Beleza e Perfumaria,223.63,408.24,110,37.0
PROD-199329,Vestuário,286.81,559.46,572,148.0
PROD-199330,Alimentos e Bebidas,206.27,452.53,29,289.0
PROD-199331,Vestuário,61.66,99.53,15,153.0
PROD-199332,Vestuário,40.6,77.77,463,217.0
PROD-199333,Vestuário,216.94,376.41,101,4.0
PROD-199334,Beleza e Perfumaria,102.96,156.32,107,158.0
PROD-199335,Utilidades Domésticas,54.05,71.54,69,187.0
PROD-199336,Vestuário,135.88,192.08,471,250.0
PROD-199337,Alimentos e Bebidas,68.29,117.26,58,199.0
PROD-199338,Vestuário,173.52,280.22,54,102.0
PROD-199339,Eletrônicos,249.81,492.65,229,249.0
PROD-199340,Utilidades Domésticas,267.07,437.35,210,205.0
PROD-199341,Vestuário,257.16,352.58,34,122.0
PROD-199342,Eletrônicos,228.73,490.4,242,80.0
PROD-199343,Vestuário,223.65,447.16,47,111.0
PROD-199344,Utilidades Domésticas,111.62,230.75,84,3.0
PROD-199345,Vestuário,66.41,139.89,88,247.0
PROD-199346,Alimentos e Bebidas,49.06,68.56,12,46.0
PROD-199347,Alimentos e Bebidas,164.35,269.4,158,192.0
PROD-199348,Alimentos e Bebidas,184.63,262.91,795,29.0
PROD-199349,Eletrônicos,256.91,384.58,122,98.0
PROD-199350,Alimentos e Bebidas,147.33,212.25,416,218.0
PROD-199351,Vestuário,88.51,165.96,281,179.0
PROD-199352,Alimentos e Bebidas,193.85,408.82,34,55.0
PROD-199353,Vestuário,106.44,182.48,395,42.0
PROD-199354,Eletrônicos,5.44,8.93,108,40.0
PROD-199355,Utilidades Domésticas,45.79,97.83,351,298.0
PROD-199356,Vestuário,11.0,18.41,48,267.0
PROD-199357,Eletrônicos,296.31,529.32,7,146.0
PROD-199358,Beleza e Perfumaria,185.98,257.62,15,103.0
PROD-199359,Alimentos e Bebidas,109.58,199.38,73,295.0
PROD-199360,Beleza e Perfumaria,277.92,558.56,154,288.0
PROD-199361,Eletrônicos,209.02,320.45,88,131.0
PROD-199362,Alimentos e Bebidas,13.93,25.6,152,223.0
PROD-199363,Alimentos e Bebidas,228.95,332.76,70,197.0
PROD-199364,Vestuário,187.34,369.22,228,46.0
PROD-199365,Vestuário,146.39,278.25,87,215.0
PROD-199366,Eletrônicos,32.01,63.27,283,232.0
PROD-199367,Vestuário,42.04,91.1,403,140.0
PROD-199368,Alimentos e Bebidas,185.16,311.79,25,1.0
PROD-199369,Eletrônicos,61.59,87.48,173,235.0
PROD-199370,Vestuário,119.25,159.7,101,241.0
PROD-199371,Eletrônicos,175.44,293.75,228,50.0
PROD-199372,Alimentos e Bebidas,101.45,181.22,53,61.0
PROD-199373,Utilidades Domésticas,89.52,138.75,202,44.0
PROD-199374,Vestuário,249.99,434.84,66,148.0
PROD-199375,Utilidades Domésticas,269.74,371.83,127,167.0
PROD-199376,Vestuário,208.83,388.04,189,189.0
PROD-199377,Alimentos e Bebidas,61.18,104.29,222,184.0
PROD-199378,Alimentos e Bebidas,36.27,61.36,22,122.0
PROD-199379,Alimentos e Bebidas,203.12,271.32,122,11.0
PROD-199380,Beleza e Perfumaria,240.57,374.89,101,46.0
PROD-199381,Vestuário,224.29,442.41,190,169.0
PROD-199382,Utilidades Domésticas,240.42,339.99,27,67.0
PROD-199383,Eletrônicos,136.28,251.46,279,194.0
PROD-199384,Utilidades Domésticas,291.96,523.59,461,252.0
PROD-199385,Eletrônicos,49.91,76.92,264,212.0
PROD-199386,Alimentos e Bebidas,173.93,316.61,92,218.0
PROD-199387,Vestuário,228.79,379.76,173,131.0
PROD-199388,Alimentos e Bebidas,261.88,373.13,44,224.0
PROD-199389,Alimentos e Bebidas,76.23,165.92,279,35.0
PROD-199390,Beleza e Perfumaria,103.65,166.06,136,23.0
PROD-199391,Vestuário,247.0,489.31,11,98.0
PROD-199392,Vestuário,7.35,13.21,306,29.0
PROD-199393,Utilidades Domésticas,287.11,430.88,82,261.0
PROD-199394,Beleza e Perfumaria,259.07,454.72,138,47.0
PROD-199395,Vestuário,242.16,461.66,511,161.0
PROD-199396,Vestuário,138.55,199.22,10,226.0
PROD-199397,Vestuário,285.69,496.97,476,119.0
PROD-199398,Beleza e Perfumaria,187.92,295.18,67,74.0
PROD-199399,Beleza e Perfumaria,48.11,103.14,47,267.0
PROD-199400,Alimentos e Bebidas,153.4,221.19,228,180.0
PROD-199401,Utilidades Domésticas,68.9,132.4,34,249.0
PROD-199402,Utilidades Domésticas,202.91,408.57,60,198.0
PROD-199403,Alimentos e Bebidas,113.77,214.78,405,143.0
PROD-199404,Utilidades Domésticas,176.44,308.0,14,279.0
PROD-199405,Utilidades Domésticas,29.17,57.07,7,119.0
PROD-199406,Utilidades Domésticas,174.21,285.33,340,251.0
PROD-199407,Utilidades Domésticas,28.34,56.87,38,48.0
PROD-199408,Utilidades Domésticas,255.16,378.35,18,243.0
PROD-199409,Vestuário,267.41,457.0,106,129.0
PROD-199410,Alimentos e Bebidas,297.71,485.62,565,212.0
PROD-199411,Alimentos e Bebidas,69.64,135.18,16,256.0
PROD-199412,Alimentos e Bebidas,243.22,375.36,20,293.0
PROD-199413,Alimentos e Bebidas,27.91,58.29,66,43.0
PROD-199414,Vestuário,241.73,362.49,185,169.0
PROD-199415,Eletrônicos,119.52,178.99,204,227.0
PROD-199416,Utilidades Domésticas,119.94,157.32,125,43.0
PROD-199417,Beleza e Perfumaria,83.81,182.39,175,31.0
PROD-199418,Alimentos e Bebidas,74.17,113.19,235,267.0
PROD-199419,Eletrônicos,105.24,190.07,31,150.0
PROD-199420,Alimentos e Bebidas,14.81,20.43,72,128.0
PROD-199421,Alimentos e Bebidas,199.49,434.69,40,165.0
PROD-199422,Utilidades Domésticas,291.65,494.01,32,84.0
PROD-199423,Eletrônicos,136.86,180.88,51,190.0
PROD-199424,Vestuário,256.09,523.87,96,263.0
PROD-199425,Vestuário,208.18,326.13,137,163.0
PROD-199426,Vestuário,185.03,321.5,80,34.0
PROD-199427,Vestuário,6.26,10.52,25,163.0
PROD-199428,Vestuário,209.47,307.77,29,222.0
PROD-199429,Eletrônicos,230.65,486.75,71,114.0
PROD-199430,Vestuário,190.02,396.17,83,61.0
PROD-199431,Eletrônicos,189.31,249.48,107,67.0
PROD-199432,Alimentos e Bebidas,141.86,294.68,111,160.0
PROD-199433,Vestuário,77.55,166.05,14,72.0
PROD-199434,Vestuário,202.09,310.96,14,62.0
PROD-199435,Eletrônicos,22.6,42.58,72,15.0
PROD-199436,Alimentos e Bebidas,137.67,298.06,186,27.0
PROD-199437,Alimentos e Bebidas,232.81,507.86,57,209.0
PROD-199438,Beleza e Perfumaria,214.95,390.44,311,116.0
PROD-199439,Alimentos e Bebidas,235.95,419.6,343,1.0
PROD-199440,Vestuário,94.15,131.03,140,268.0
PROD-199441,Vestuário,269.47,490.28,221,37.0
PROD-199442,Eletrônicos,170.6,238.26,57,93.0
PROD-199443,Utilidades Domésticas,248.34,323.98,122,222.0
PROD-199444,Alimentos e Bebidas,132.48,194.59,92,95.0
PROD-199445,Vestuário,223.96,449.66,23,121.0
PROD-199446,Vestuário,101.26,214.79,260,9.0
PROD-199447,Vestuário,82.1,155.1,517,132.0
PROD-199448,Utilidades Domésticas,39.92,53.21,149,148.0
PROD-199449,Utilidades Domésticas,127.43,228.88,150,11.0
PROD-199450,Alimentos e Bebidas,284.0,458.45,243,106.0
PROD-199451,Beleza e Perfumaria,65.24,133.04,330,34.0
PROD-199452,Beleza e Perfumaria,207.78,271.37,16,184.0
PROD-199453,Beleza e Perfumaria,294.52,577.3,73,96.0
PROD-199454,Vestuário,125.7,237.49,160,244.0
PROD-199455,Utilidades Domésticas,40.41,82.86,24,246.0
PROD-199456,Beleza e Perfumaria,235.51,329.36,23,96.0
PROD-199457,Utilidades Domésticas,284.99,526.85,65,192.0
PROD-199458,Beleza e Perfumaria,40.22,57.35,39,232.0
PROD-199459,Alimentos e Bebidas,27.99,50.98,35,10.0
PROD-199460,Vestuário,100.31,136.93,368,178.0
PROD-199461,Utilidades Domésticas,74.23,133.46,5,254.0
PROD-199462,Eletrônicos,270.73,386.45,262,60.0
PROD-199463,Beleza e Perfumaria,160.84,296.71,267,43.0
PROD-199464,Alimentos e Bebidas,6.0,9.66,110,85.0
PROD-199465,Vestuário,239.86,394.97,337,117.0
PROD-199466,Utilidades Domésticas,65.42,128.65,397,139.0
PROD-199467,Eletrônicos,137.08,185.25,123,17.0
PROD-199468,Eletrônicos,9.39,12.45,75,75.0
PROD-199469,Beleza e Perfumaria,209.74,442.81,26,36.0
PROD-199470,Alimentos e Bebidas,235.84,453.53,86,108.0
PROD-199471,Vestuário,70.15,139.43,173,36.0
PROD-199472,Alimentos e Bebidas,144.89,207.88,34,165.0
PROD-199473,Vestuário,74.12,103.02,91,158.0
PROD-199474,Vestuário,247.33,335.09,817,209.0
PROD-199475,Alimentos e Bebidas,69.62,117.41,101,273.0
PROD-199476,Alimentos e Bebidas,86.72,161.47,101,159.0
PROD-199477,Utilidades Domésticas,234.81,308.82,408,170.0
PROD-199478,Utilidades Domésticas,99.96,188.47,37,245.0
PROD-199479,Vestuário,100.12,200.81,37,36.0
PROD-199480,Vestuário,23.65,40.6,57,48.0
PROD-199481,Vestuário,105.6,162.79,532,211.0
PROD-199482,Utilidades Domésticas,251.31,329.52,165,277.0
PROD-199483,Utilidades Domésticas,105.36,216.78,173,69.0
PROD-199484,Utilidades Domésticas,45.27,86.6,120,62.0
PROD-199485,Utilidades Domésticas,14.03,26.43,11,167.0
PROD-199486,Alimentos e Bebidas,250.87,416.79,10,4.0
PROD-199487,Utilidades Domésticas,54.03,106.08,85,60.0
PROD-199488,Utilidades Domésticas,214.21,428.98,34,130.0
PROD-199489,Utilidades Domésticas,193.68,294.15,240,106.0
PROD-199490,Eletrônicos,19.15,39.5,368,30.0
PROD-199491,Vestuário,208.24,294.03,41,111.0
PROD-199492,Utilidades Domésticas,228.17,498.83,126,80.0
PROD-199493,Vestuário,231.36,368.22,10,16.0
PROD-199494,Vestuário,244.41,379.43,13,64.0
PROD-199495,Alimentos e Bebidas,267.08,381.77,152,237.0
PROD-199496,Eletrônicos,50.04,81.62,123,253.0
PROD-199497,Alimentos e Bebidas,45.22,72.33,166,20.0
PROD-199498,Eletrônicos,150.07,271.24,24,247.0
PROD-199499,Vestuário,114.97,182.13,274,141.0
PROD-199500,Utilidades Domésticas,179.02,289.0,6,257.0
PROD-199501,Eletrônicos,73.71,111.19,13,270.0
PROD-199502,Alimentos e Bebidas,169.24,285.9,44,89.0
PROD-199503,Vestuário,125.36,232.68,128,293.0
PROD-199504,Alimentos e Bebidas,66.96,102.83,727,35.0
PROD-199505,Vestuário,49.92,81.49,123,170.0
PROD-199506,Utilidades Domésticas,170.99,354.73,294,284.0
PROD-199507,Vestuário,228.43,298.8,15,7.0
PROD-199508,Vestuário,261.32,377.56,316,35.0
PROD-199509,Beleza e Perfumaria,100.62,218.43,200,174.0
PROD-199510,Eletrônicos,234.59,480.08,55,54.0
PROD-199511,Alimentos e Bebidas,171.23,296.49,88,70.0
PROD-199512,Vestuário,247.75,476.34,7,241.0
PROD-199513,Vestuário,255.51,514.86,91,269.0
PROD-199514,Eletrônicos,248.97,442.43,313,260.0
PROD-199515,Beleza e Perfumaria,271.12,366.76,293,33.0
PROD-199516,Alimentos e Bebidas,275.07,453.6,134,159.0
PROD-199517,Utilidades Domésticas,276.27,362.15,80,230.0
PROD-199518,Vestuário,178.24,389.97,28,0.0
PROD-199519,Alimentos e Bebidas,21.68,47.13,193,297.0
PROD-199520,Utilidades Domésticas,45.79,80.03,101,93.0
PROD-199521,Alimentos e Bebidas,65.75,133.9,205,209.0
PROD-199522,Alimentos e Bebidas,55.68,120.89,626,201.0
PROD-199523,Alimentos e Bebidas,286.77,556.97,49,74.0
PROD-199524,Eletrônicos,62.7,106.58,366,197.0
PROD-199525,Utilidades Domésticas,59.11,126.34,96,256.0
PROD-199526,Vestuário,219.57,382.98,153,200.0
PROD-199527,Beleza e Perfumaria,114.67,175.47,169,272.0
PROD-199528,Vestuário,259.27,445.62,87,5.0
PROD-199529,Vestuário,75.97,121.82,22,95.0
PROD-199530,Vestuário,223.21,466.19,38,167.0
PROD-199531,Alimentos e Bebidas,173.96,248.25,139,36.0
PROD-199532,Vestuário,47.12,93.12,599,163.0
PROD-199533,Vestuário,105.37,155.95,59,210.0
PROD-199534,Eletrônicos,145.24,264.69,169,97.0
PROD-199535,Vestuário,106.03,172.83,246,150.0
PROD-199536,Utilidades Domésticas,66.36,104.21,65,115.0
PROD-199537,Vestuário,77.64,169.32,253,53.0
PROD-199538,Beleza e Perfumaria,83.63,152.97,80,178.0
PROD-199539,Utilidades Domésticas,286.13,498.55,71,80.0
PROD-199540,Utilidades Domésticas,181.49,262.84,71,18.0
PROD-199541,Vestuário,155.98,213.89,7,259.0
PROD-199542,Utilidades Domésticas,104.43,165.62,139,123.0
PROD-199543,Eletrônicos,158.28,296.74,436,172.0
PROD-199544,Beleza e Perfumaria,288.27,503.74,99,84.0
PROD-199545,Alimentos e Bebidas,134.98,216.62,280,25.0
PROD-199546,Alimentos e Bebidas,45.27,73.45,734,286.0
PROD-199547,Eletrônicos,28.48,58.15,256,90.0
PROD-199548,Beleza e Perfumaria,40.34,81.53,291,238.0
PROD-199549,Alimentos e Bebidas,196.54,268.54,136,248.0
PROD-199550,Vestuário,211.53,428.67,146,168.0
